hs4,cordoba_evidenced,n_firms_with_hs4,ccod_rubro,rubro_name,attribution_type,routing,ambiguous_at_hs4,opex_2023_2025_avg_usd
2914,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2915,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2916,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2917,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2918,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2919,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2920,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2921,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2922,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2923,yes,2,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2924,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2925,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2926,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2927,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2928,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2929,yes,2,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2930,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2931,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2932,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2933,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2934,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2935,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2936,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2937,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2938,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2939,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2940,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2941,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
2942,no,0,302B,Productos químicos orgánicos,aggregate-broad-chapter,direct,no,11963845.0
3001,no,0,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3002,yes,38,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3003,yes,16,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3004,no,0,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3005,no,0,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3006,no,0,302C,Productos farmacéuticos,aggregate-broad-chapter,direct,no,3357053.0
3101,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3102,no,0,302D,Abonos y fertilizantes distintos de los primarios,clean,direct,no,106935.0
3103,no,0,302D,Abonos y fertilizantes distintos de los primarios,clean,direct,no,106935.0
3104,no,0,302D,Abonos y fertilizantes distintos de los primarios,clean,direct,no,106935.0
3105,yes,10,302D,Abonos y fertilizantes distintos de los primarios,clean,direct,no,106935.0
3201,no,0,213A,Extracto de quebracho,clean,direct,yes,
3201,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,yes,366332.0
3202,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3203,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3204,yes,3,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3205,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3206,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3207,no,0,213Z,Otros extractos curtientes y tintóreos excluido extracto de quebracho,clean,direct,no,366332.0
3208,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3209,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3210,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3211,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3212,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3213,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3214,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3215,no,0,302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,direct,no,107613.0
3301,yes,1,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3302,yes,1,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3303,yes,20,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3304,yes,3,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3305,no,0,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3306,no,0,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3307,no,0,302F,"Aceites esenciales y resinoides (perfume, cosmética, tocador)",clean,direct,no,22346.0
3401,yes,1,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3402,yes,12,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3403,no,0,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3404,yes,1,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3405,no,0,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3406,no,0,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3407,no,0,302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,direct,no,1476250.0
3501,no,0,213B,"Caseína,albúminas,gelatinas y sus derivados",clean,direct,no,
3502,no,0,213B,"Caseína,albúminas,gelatinas y sus derivados",clean,direct,no,
3503,no,0,213B,"Caseína,albúminas,gelatinas y sus derivados",clean,direct,no,
3504,no,0,213B,"Caseína,albúminas,gelatinas y sus derivados",clean,direct,no,
3505,yes,1,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3506,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3507,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3601,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3602,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3603,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3604,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3605,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3606,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3701,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3702,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3703,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3704,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3705,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3706,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3707,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3801,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3802,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3803,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3804,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3805,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3806,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3807,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3808,yes,6,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
3809,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3810,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3811,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3812,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3813,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3814,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3815,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3816,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3817,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3818,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3819,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3820,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3821,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3822,yes,13,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3823,no,0,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,direct,no,1890275.0
3901,yes,96,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3902,yes,59,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3903,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3904,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3905,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3906,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3907,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3908,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3909,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3910,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3911,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3912,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3913,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3914,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3915,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3916,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3917,yes,10,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3918,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3919,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3920,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3921,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3922,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3923,yes,30,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3924,no,0,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3925,yes,5,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
3926,yes,53,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,direct,no,37228990.0
4001,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4002,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4003,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4004,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4005,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4006,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4007,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4008,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4009,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4010,yes,15,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4011,yes,32,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4012,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4013,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4014,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4015,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4016,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4017,no,0,304,Cauchos y sus manufacturas,aggregate-broad-chapter,direct,no,30972444.0
4101,yes,1,214A,Pieles y cueros en bruto,clean,direct,no,
4102,no,0,214A,Pieles y cueros en bruto,clean,direct,no,
4103,no,0,214A,Pieles y cueros en bruto,clean,direct,no,
4104,yes,36,214B,Pieles y cueros preparados,clean,direct,no,
4105,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4106,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4107,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4108,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4109,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4110,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4111,no,0,214B,Pieles y cueros preparados,clean,direct,no,
4201,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4202,yes,6,305,"Manufacturas de cuero, marroquinería, etc.",clean,direct,no,19994.0
4203,yes,6,305,"Manufacturas de cuero, marroquinería, etc.",clean,direct,no,19994.0
4204,no,0,305,"Manufacturas de cuero, marroquinería, etc.",clean,direct,no,19994.0
4205,no,0,305,"Manufacturas de cuero, marroquinería, etc.",clean,direct,no,19994.0
4206,no,0,305,"Manufacturas de cuero, marroquinería, etc.",clean,direct,no,19994.0
4301,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4302,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4303,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4304,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4401,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4402,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4403,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4404,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4405,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4406,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4407,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4408,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4409,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4410,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4411,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4412,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4413,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4414,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4415,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4416,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4417,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4418,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4419,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4420,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4421,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4501,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4502,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4503,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4504,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4601,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4602,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4701,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4702,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4703,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4704,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4705,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4706,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4707,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
4801,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4802,yes,15,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4803,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4804,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4805,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4806,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4807,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4808,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4809,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4810,yes,15,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4811,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4812,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4813,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4814,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4815,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4816,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4817,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4818,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4819,yes,9,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4820,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4821,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4822,no,0,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4823,yes,30,306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,direct,no,3641819.0
4901,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4902,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4903,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4904,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4905,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4906,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4907,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4908,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4909,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4910,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
4911,no,0,306B,Productos editoriales y otras industrias gráficas,clean,direct,no,45321.0
5001,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5002,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5003,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5004,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5005,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5006,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5007,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5101,yes,6,109,Lanas sucias,clean,direct,no,
5102,no,0,109,Lanas sucias,clean,direct,no,
5103,no,0,215,Lanas elaboradas,clean,direct,no,
5104,no,0,215,Lanas elaboradas,clean,direct,no,
5105,no,0,215,Lanas elaboradas,clean,direct,no,
5106,yes,15,215,Lanas elaboradas,clean,direct,no,
5107,yes,12,215,Lanas elaboradas,clean,direct,no,
5108,no,0,215,Lanas elaboradas,clean,direct,no,
5109,no,0,215,Lanas elaboradas,clean,direct,no,
5110,no,0,215,Lanas elaboradas,clean,direct,no,
5111,no,0,215,Lanas elaboradas,clean,direct,no,
5112,no,0,215,Lanas elaboradas,clean,direct,no,
5113,no,0,215,Lanas elaboradas,clean,direct,no,
5201,no,0,110,Fibras de algodón,clean,direct,no,344403.0
5202,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5203,no,0,299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,direct,no,30451363.0
5204,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5205,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5206,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5207,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5208,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5209,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5210,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5211,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5212,no,0,307C,Hilados y tejidos de algodón,clean,direct,no,
5301,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5302,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5303,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5304,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5305,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5306,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5307,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5308,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5309,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5310,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5311,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5401,no,0,399Z,Resto de MOI,aggregate-resto,direct,no,421762.0
5402,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5403,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5404,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5405,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5406,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5407,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5408,no,0,307A,Textiles sintéticos o artificiales continuos,clean,direct,no,
5501,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5502,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5503,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5504,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5505,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5506,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5507,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5508,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5509,yes,1,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5510,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5511,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5512,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5513,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5514,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5515,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5516,no,0,307D,Textiles sintéticos o artificiales discontinuos,clean,direct,no,
5601,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5602,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5603,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5604,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5605,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5606,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5607,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5608,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5609,no,0,307F,"Guatas y filtros, cordelería, tejidos especiales",clean,direct,no,11368.0
5701,no,0,307E,"Alfombras, tapices, terciopelo, felpas",clean,direct,no,2060.0
5702,no,0,307E,"Alfombras, tapices, terciopelo, felpas",clean,direct,no,2060.0
5703,no,0,307E,"Alfombras, tapices, terciopelo, felpas",clean,direct,no,2060.0
5704,no,0,307E,"Alfombras, tapices, terciopelo, felpas",clean,direct,no,2060.0
