hs4,hs_revision,supports_top50_line,top50_line_name,primary_ccod_rubro,primary_rubro_name,attribution_type,in_opex_named,n_firms,evidencing_firms_sample,evidence_sources,usd_promedio_anual,usd_acumulado_2023_2025,share_2023_2025,descripcion_top_ncm,n_ncm,max_rubro_opex_2023_2025_avg_usd
7304,HS92,311AE,"Tubos y caños de fundición, hierro o acero",311AE,"Tubos y caños de fundición, hierro o acero",clean,yes,2,METALÚRGICA GERBAUDO SA; OLEOHIDRÁULICA TECNICORD S.A.,registry-declared,29908.476667692077,89725.43000307624,3.0456941982176653e-06,"Tubos s/costura ncop.de hierro o acero s/alear,sección circular,s/revestir,diámetro <= a 229mm.",10,29908.476667692077
6109,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,MAREA,registry-declared,29545.233334346296,88635.70000303889,3.008703744801909e-06,"T-shirts y camisetas interiores de punto,de materia textil excluido algodón",2,29545.233334346296
6114,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,29530.43000101246,88591.29000303739,3.0071962649342415e-06,"Prendas de vestir no expresada ni comprendida en otra parte de punto,de fibras sintéticas o artificiales",2,29530.43000101246
2403,HS92,108Z,Resto de tabaco sin elaborar,108Z,Resto de tabaco sin elaborar,aggregate-resto,yes,2,SAYRI TABACOS; PUNTO Y BANCA,registry-declared,28106.80000096364,84320.40000289092,2.862222594769318e-06,Tabaco p/fumar incluso c/sucedáneos del tabaco ncop.,1,28106.80000096364
7321,HS92,311AG,"Estufas, cocinas, etc.de fundición,hierro o acero",311AG,"Estufas, cocinas, etc.de fundición,hierro o acero",clean,yes,2,FOGONEGROS; ORMAY,registry-declared,27788.976667619412,83366.93000285824,2.82985743310696e-06,"Estufas,parrillas y artículos similares de fundición,hierro o acero,de combustibles ncop.",4,27788.976667619412
4114,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,1,BARRACA CORDOBA SRL,registry-declared,27490.42333427584,82471.27000282753,2.7994546090070855e-06,Cueros y pieles agamuzados,1,27490.42333427584
3916,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,ELDA / TP3D / TP S. R. L.,registry-declared,27433.133334273884,82299.40000282165,2.793620549902018e-06,Monofilamentos de otros plásticos ncop.,3,27433.133334273884
9705,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,26997.000000925593,80991.00000277678,2.7492074299097473e-06,"Colecciones y piezas de colección que tengan un interés arqueológico, etnográfico o histórico",3,26997.000000925593
4011,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,26775.08333425132,80325.25000275395,2.726608809736365e-06," Neumáticos nuevos de caucho, de los tipos utilizados en automóviles de turismo",3,26775.08333425132
0101,HS92,101,Animales Vivos,101,Animales Vivos,clean,yes,1,HARAS CORRAL DE ARROYO,registry-declared,26333.333334236177,79000.00000270853,2.6816237231651677e-06,"Caballos,reproductores de raza pura",2,26333.333334236177
6104,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,25758.4266675498,77275.2800026494,2.6230787855978582e-06,"Pantalones largos,cortos,c/peto y shorts de punto, de fibras sintéticas,p/mujeres o niñas",13,25758.4266675498
0102,HS92,101,Animales Vivos,101,Animales Vivos,clean,yes,4,ESTABLECIMIENTO SAN PATRICIO SA; COMPAÑIA ANGLO CORDOBA DE TIERRAS SA; EL ATARDECER; LAS CHILCAS,registry-declared,25361.0000008695,76083.0000026085,2.5826073130326e-06,"Reproductores bovinos domésticos,de raza pura excluidos preñadas o c/cría al pie",2,25361.0000008695
3505,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,VERTRAUEN,targeted,25241.66666753208,75725.00000259624,2.5704551447681303e-06,Dextrina y otros almidones y féculas modificados,1,25241.66666753208
3208,HS92,302E,"Extractos curtientes y tintóreos, pinturas y tintas",302E,"Extractos curtientes y tintóreos, pinturas y tintas",clean,yes,2,QUIMEX; PINTURAS PACLIN,registry-declared,25143.06000086203,75429.1800025861,2.56041365198602e-06,"Pinturas a base de poliésteres,disueltas en un medio no acuoso",3,25143.06000086203
3907,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,0,,,24983.730000856573,74951.19000256971,2.544188470676707e-06,"Resinas alcídicas en líquido,pastas,dispersiones o disoluciones",5,24983.730000856573
2941,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,1,BIOINSUMOS ALIMENTICIOS,registry-declared,24834.066667518106,74502.20000255431,2.5289476828860244e-06,"Polienos y sus sales,ncop.",2,24834.066667518106
6303,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,0,,,24225.846667497248,72677.54000249175,2.4670103215858905e-06,"Visillos,cortinas,guardamalletas y rodapiés de cama,de fibras sintético excluidos de punto",2,24225.846667497248
7324,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,0,,,23694.513334145704,71083.5400024371,2.4129026226653175e-06,"Artículos de higiene o tocador ncop.,partes,de fundición,hierro o acero",2,23694.513334145704
4901,HS92,306B,Productos editoriales y otras industrias gráficas,306B,Productos editoriales y otras industrias gráficas,clean,yes,7,EDITORIAL BRUJAS - ENCUENTRO GRUPO EDITOR; +LATINA; ECOVAL EDICIONES; EMPORIO EDICIONES Y EMPORIO LIBROS; GRÁFICA DEL SUR,registry-declared,21387.48000073327,64162.44000219982,2.1779686232931856e-06,"Libros,folletos e impresos similares,excluidos diccionarios,enciclopedias y en hojas sueltas",2,21387.48000073327
3801,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,0,,,21359.153334065635,64077.46000219691,2.175084010837558e-06,Grafito artificial,2,21359.153334065635
2806,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,1,PETROQUÍMICA RIO TERCERO SA,registry-declared,21045.933334054895,63137.80000216468,2.143187624157692e-06,Cloruro de hidrógeno(ácido clorhídrico)en disolución acuosa,1,21045.933334054895
0714,HS92,104Z,Resto de hortalizas y legumbres sin elaborar,104Z,Resto de hortalizas y legumbres sin elaborar,resto,yes,0,,,20868.300000715473,62604.90000214642,2.1250985446377595e-06,Batatas,1,20868.300000715473
8471,HS92,312AJ,Máquinas automáticas para el procesamiento de datos,312AJ,Máquinas automáticas para el procesamiento de datos,clean,yes,3,CONTROL GLOBAL; PRÓCER TECNOLOGÍAS; WOXI,registry-declared,19665.04333400755,58995.130002022655,2.0025663311292793e-06,"Máquinas automáticas p/tratamiento o procesamiento de datos y sus unidades,ncop.",4,19665.04333400755
3918,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,O.H.F.,registry-declared,19295.14333399487,57885.43000198461,1.9648980039698312e-06,"Revestimientos p/suelos,paredes o techos de plásticos excluidos polímeros de cloruro de vinilo",2,19295.14333399487
7507,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,18869.90000064696,56609.70000194087,1.9215938541932047e-06, Tubos de aleaciones de níquel,2,18869.90000064696
8516,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,4,TEYBO; BONOMI RESISTENCIAS ELÉCTRICAS; DYSEM; ORMAY,registry-declared,18507.670000634535,55523.01000190362,1.884706592373884e-06,Resistencias calentadoras excluidas las de la partida 8545 y p/aparatos electrotérmicos de la partida 8516,3,18507.670000634535
4804,HS92,306A,"Papel,cartón y sus manufacturas",306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,yes,0,,,18410.38666729787,55231.16000189361,1.8747998596700133e-06,"Papel y cartón Kraft crudo,p/cubiertas",3,18410.38666729787
2714,HS92,499,Resto de combustibles ,499,Resto de combustibles ,aggregate-resto,yes,0,,,18022.000000617885,54066.00000185366,1.8352489647676952e-06,"Betunes y asfaltos naturales,asfaltitas y rocas asfálticas",1,18022.000000617885
3815,HS92,302JZ,Resto de los productos diversos de las industrias químicas,302JZ,Resto de los productos diversos de las industrias químicas,aggregate-resto,yes,0,,,17609.966667270426,52829.90000181128,1.793290039651183e-06,"Catalizadores en colmena cerámica o metálica,c/metales preciosos o sus compuestos como sustancia activa p/conversión catalítica de gases de escape de vehículos",1,17609.966667270426
8429,HS92,312AF,"Máquinas y aparatos para la elevación, carga y descarga",312AF,"Máquinas y aparatos para la elevación, carga y descarga",aggregate-broad,yes,5,GEA GERGOLET AGRÍCOLA; INDU-VAL; KUARSO; COR-VIAL SA; TORTONE,registry-declared,17400.000000596563,52200.00000178969,1.7719083335344524e-06,"Cargadoras y palas cargadoras de carga frontal,ncop.",1,17400.000000596563
5406,HS92,307A,Textiles sintéticos o artificiales continuos,307A,Textiles sintéticos o artificiales continuos,clean,yes,1,LANAS MELODY,registry-declared,16846.803333910928,50540.41000173279,1.7155742080315704e-06,Hilados de filamentos sintéticos acondicionados p/la venta por menor,1,16846.803333910928
7009,HS92,309C,Vidrio y sus manufacturas,309C,Vidrio y sus manufacturas,clean,yes,0,,,16582.860000568548,49748.580001705646,1.688695852174433e-06,Espejos retrovisores p/vehículos,1,16582.860000568548
7317,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,1,DI TOMASO SRL - ARGENFIX,registry-declared,16430.14333389664,49290.43000168992,1.673144131810279e-06,"Puntas,clavos,chinches,grapas apuntadas,onduladas,biseladas,artículos similares de fundición,hierro o acero",1,16430.14333389664
2506,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,16392.700000562025,49178.10000168608,1.669331134432771e-06,Cuarzo,1,16392.700000562025
2208,HS92,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,yes,2,PORTA HNOS S.A.; PEÑÓN DEL ÁGUILA,registry-declared,16327.386667226452,48982.16000167935,1.6626800287072394e-06,Bebidas espirituosas ncop.,2,16327.386667226452
0510,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,0,,,16179.533333888052,48538.60000166416,1.6476235601167697e-06,"Ámbar gris,castóreo,algalia y almizcle,cantáridas,bilis y sustancias animales ncop.,p/uso farmacéutico",1,16179.533333888052
9508,HS92,399F,Juguetes y artículos de recreación,399F,Juguetes y artículos de recreación,clean,yes,0,,,15515.946667198634,46547.840001595905,1.580048000077171e-06,,3,15515.946667198634
2842,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,1,RECUPERAR SRL,registry-declared,15377.600000527222,46132.800001581665,1.5659596315953673e-06,Silicatos dobles o complejos ncop.,2,15377.600000527222
2925,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,15011.99000051469,45035.97000154407,1.5287281714905668e-06,Derivados y sales de guanidina ncop.,2,15011.99000051469
4410,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,HAUSE MOBEL S.A.,registry-declared,14480.82333382981,43442.47000148943,1.474637444872039e-06,"Tableros de madera llamados ""oriented strand board"" excluido en bruto o simplemente lijados",3,14480.82333382981
4911,HS92,306B,Productos editoriales y otras industrias gráficas,306B,Productos editoriales y otras industrias gráficas,clean,yes,1,+LATINA,registry-declared,14198.913333820145,42596.740001460435,1.4459294748544127e-06,"Otros impresos,ncop.",4,14198.913333820145
6112,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,2,MAREA; CALYPSONIA,registry-declared,14131.93333381785,42395.80000145355,1.439108646108428e-06,"Bañadores de punto,de fibras sintéticas,p/mujeres o niñas",2,14131.93333381785
5911,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,13855.643333808372,41566.93000142512,1.4109729821157703e-06,"Productos y artículos textiles p/usos técnicos citados en la nota 7 del capítulo 59, ncop.",1,13855.643333808372
5910,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,13838.490000474454,41515.47000142336,1.4092261927892631e-06,"Correas transportadoras o transmisión,de materia textil",1,13838.490000474454
0401,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,2,LAS TRES NIÑAS - GRUPO ADECOAGRO; LA LÁCTEO,registry-declared,13829.896667140829,41489.69000142248,1.408351100895805e-06,"Leche UHT,c/contenido de materias grasas > al 1%,<= al 6%",1,13829.896667140829
3905,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,ALPHA QUIMICA S.R.L.,registry-declared,13197.98666711916,39593.96000135748,1.3440012965829457e-06,Copolímeros de acetato de vinilo en dispersión acuosa,2,13197.98666711916
1004,HS92,106ZA,Avena,106ZA,Avena,clean,yes,4,PAREDES CEREALES S.A.; PRAGA ALIMENTOS; SAGRA; SMART CAMPO SEMILLAS,registry-declared,13090.070000448792,39270.21000134638,1.3330117310085818e-06,"Avena,excluido p/siembra",2,13090.070000448792
8465,HS92,312AH,Máquinas para el trabajo de los metales,312AH,Máquinas para el trabajo de los metales,clean,yes,6,ECONOVO; GRUPO LINARES; CERUTTI; DELBRE SRL; SMB CLEVER,registry-declared,13066.66666711466,39200.00000134398,1.330628480355374e-06,"Máquinas herramienta ncop.p/trabajar madera,corcho,hueso,caucho,materias plásticas o similares",1,13066.66666711466
8484,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,3,PELLACANI S.R.L.; ARGENTOP SRL; RETENES CORDOBA,registry-declared,12870.356667107928,38611.07000132378,1.310637484668239e-06,Juntas metaloplásticas,3,12870.356667107928
8473,HS92,312AK,"Piezas y accesorios para máquina de escribir, calcular, estadística y otras máquinas de oficina",312AK,"Piezas y accesorios para máquina de escribir, calcular, estadística y otras máquinas de oficina",clean,yes,1,GRAFIN ARGENTINA S.A.,registry-declared,12353.666667090214,37061.00000127064,1.2580209722053705e-06,Partes y accesorios de máquinas de la partida 84.71 n.c.o.p.,2,12353.666667090214
7412,HS92,311B,Cobre,311B,Cobre,clean,yes,0,,,12253.040000420098,36759.12000126029,1.2477737751224704e-06,Accesorios de tubería de aleaciones de cobre,1,12253.040000420098
8543,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,3,CIS GROUP; TRV ECO ENERGY; COMPUTROL,registry-declared,12076.723333747384,36230.17000124215,1.2298187767886954e-06, Máquinas y aparatos eléctricos con función propia n.c.o.p.,3,12076.723333747384
0802,HS92,105Z,Resto de frutas frescas ,105Z,Resto de frutas frescas ,aggregate-resto,yes,3,CROPPERS - GRUPO MANIAGRO; COTAGRO; NATFOOD SAS,targeted+registry-declared,11999.123333744725,35997.37000123417,1.221916472956381e-06,Nueces de nogal c/cáscara,2,11999.123333744725
7315,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,0,,,11704.47000040129,35113.41000120387,1.1919108007243673e-06,"Cadenas de rodillos de fundición,hierro o acero",8,11704.47000040129
0806,HS92,105D,Uvas de mesa,105D,Uvas de mesa,clean,yes,3,CROPPERS - GRUPO MANIAGRO; PASAFRE; PRODUCTOS DON ROGELIO,targeted+registry-declared,11444.33000039237,34332.99000117711,1.1654197527999044e-06,Uvas secas incluidas las pasas,1,11444.33000039237
7610,HS92,311C,Aluminio,311C,Aluminio,clean,yes,2,ANODAL SA; PROFITEAM LATINA S.A.,registry-declared,11382.330000390244,34146.990001170736,1.1591060564390343e-06,"Puertas,ventanas y sus marcos,bastidores y umbrales,de aluminio",2,11382.330000390244
1108,HS92,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,yes,3,GRUPO ARCOR; DIMAX ALIMENTOS; GRANDIET,targeted+registry-declared,11118.840000381211,33356.52000114363,1.1322738652434602e-06,Almidón de maíz,1,11118.840000381211
4302,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,CUSCO COWHIDES,registry-declared,11066.666667046087,33200.000001138265,1.126960855811184e-06,"Pieles curtidas o adobadas de animales ncop.,enteras incluso s/cabeza,cola o patas,s/ensamblar",1,11066.666667046087
1302,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,1,ALFA ARGENTINA SA,registry-declared,11005.666667044,33017.000001132,1.1207489932625866e-06,Jugos y extractos vegetales ncop.,1,11005.666667044
8311,HS92,311G,Manufacturas diversas de metales comunes,311G,Manufacturas diversas de metales comunes,clean,yes,1,CTS SOLDADURAS ESPECIALES,registry-declared,10319.763333687148,30959.290001061443,1.0509008419791156e-06,"Alambres,varillas,electrodos y similares,de metal común,p/soldaduras o depósito de metal,ncop.",2,10319.763333687148
9028,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,1,DISCAR SA,registry-declared,10080.696667012286,30242.090001036857,1.0265557719252668e-06,Contadores de líquidos de peso <= a 50 kg.,5,10080.696667012286
2308,HS92,212Z,Resto de residuos alimenticios y preparados para animales,212Z,Resto de residuos alimenticios y preparados para animales,aggregate-resto,yes,3,ALIMENTOS TANCACHA SA; PRONOR; COOP. AGRÍCOLA DE MONTE MAÍZ,registry-declared,9800.000000335993,29400.00000100798,9.979713602665304e-07,"Materias y desperdicios vegetales ncop.,utilizados p/alimentación de animales",1,9800.000000335993
9701,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,2,ITA ROM - OSA ESTUDIOS; SASHA D ESPACIO DE ARTE,registry-declared,9625.883333663358,28877.650000990077,9.802403963197545e-07,,2,9625.883333663358
4908,HS92,306B,Productos editoriales y otras industrias gráficas,306B,Productos editoriales y otras industrias gráficas,clean,yes,0,,,9488.300000325306,28464.90000097592,9.662297609813185e-07,Calcomanías excluidas vitrificables,2,9488.300000325306
4005,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,2,MULTICOR SA; RUBBER,registry-declared,9261.970000317548,27785.910000952645,9.431817142497754e-07,"Caucho mezclado s/vulcanizar ncop.,en placas,hojas o tiras",2,9261.970000317548
9015,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,1,OMIXOM,registry-declared,9024.833333642751,27074.500000928252,9.190331834536116e-07,"Instrumentos y aparatos de geodesia,topografía,agrimensura,hidrografía,meteorología,geofísica y similares,ncop.",1,9024.833333642751
6403,HS92,308,Calzado y sus componentes,308,Calzado y sus componentes,clean,yes,2,INFOREST SRL; KARAMELHO,registry-declared,8874.33333363759,26623.000000912773,9.037071947066612e-07,"Calzado c/suela de caucho o plástico,c/parte superior de cuero natural,que cubra el tobillo,ncop.",2,8874.33333363759
5101,HS92,109,Lanas sucias,109,Lanas sucias,clean,yes,2,LANAS MELODY; COOPERATIVA ALBORADA,registry-declared,8853.733333636885,26561.200000910656,9.016094181738562e-07,"Lana sucia,esquilada,s/cardar ni peinar,finura >= a 22,05 micrones y <= a 32,6 micrones",1,8853.733333636885
3506,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,TRESOL,registry-declared,8851.516666970145,26554.55000091043,9.013836865566532e-07,Colas y adhesivos preparados ncop.,2,8851.516666970145
2932,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,8769.333333633991,26308.000000901975,8.930146444180915e-07,Lactonas,1,8769.333333633991
2611,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,8737.333333632894,26212.000000898683,8.897559624253844e-07,Minerales de volframio y sus concentrados,1,8737.333333632894
9110,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,8482.666666957497,25448.00000087249,8.638222849000909e-07,"Mecanismos de relojería:completos o incompletos,s/o parcialmente montados,en blanco,ncop.",1,8482.666666957497
6307,HS92,307I,Otros artículos de tejidos confeccionados,307I,Otros artículos de tejidos confeccionados,clean,yes,0,,,8341.293333619316,25023.880000857953,8.494256994131439e-07,Artículos textiles confeccionados no expresados ni comprendidos en otra parte,2,8341.293333619316
3919,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,2,ESTINDHER SA; FERRETERA GENERAL PAZ SRL,registry-declared,7995.176666940782,23985.530000822346,8.141793197555672e-07,"De polipropileno en placas, láminas, hojas, cintas, tiras y demás formas planas, autoadhesivas, de plástico, incluso en rollos.",6,7995.176666940782
6217,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,1,INFOREST SRL,registry-declared,7875.310000270006,23625.930000810014,8.019728401245521e-07,Accesorios de vestir no expresados ni comprendidos en otra parte excluidos de punto,1,7875.310000270006
6102,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,7720.630000264704,23161.890000794112,7.862211860423046e-07,"Abrigos,chaquetones o similares de punto,de algodón,p/mujeres o niñas",2,7720.630000264704
4707,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,PAPELERA CUMBRE SA,registry-declared,7719.96000026468,23159.88000079404,7.861529573880822e-07,"Desperdicios de papel o cartón Kraft crudos,papel o cartón corrugados p/reciclar",1,7719.96000026468
3902,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,ITHURBIDE,registry-declared,7703.163333597437,23109.490000792313,7.844424887879519e-07,"Polipropileno c/carga,en formas primarias",1,7703.163333597437
7222,HS92,311AD,Aceros especiales,311AD,Aceros especiales,clean,yes,0,,,7633.453333595047,22900.360000785146,7.773436537344642e-07,"Perfiles de acero inoxidable,de altura >= a 80mm.",1,7633.453333595047
2203,HS92,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,yes,2,Cervecería Quilmes — Planta Córdoba; PEÑÓN DEL ÁGUILA,targeted+registry-declared,7506.420000257359,22519.260000772076,7.644073651154991e-07,Cerveza de malta,1,7506.420000257359
1404,HS92,199,Resto de productos primarios,199,Resto de productos primarios,confidential,no,0,,,7354.166666918805,22062.500000756416,7.489028277510316e-07,Productos vegetales ncop.,1,7354.166666918805
2525,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,LATIN MATERIALS,registry-declared,7342.750000251747,22028.25000075524,7.477402250609252e-07,Mica en bruto o exfoliada en hojas o laminillas irregulares,1,7342.750000251747
3922,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,1,TRESOL,registry-declared,7193.926666913312,21581.780000739935,7.325849776725512e-07,Artículos sanitarios o higiénicos de plástico,2,7193.926666913312
8487,HS92,39899,Manufacturas de origen industrial (confidencial),39899,Manufacturas de origen industrial (confidencial),confidential,no,2,KÜGELLAGER; HYDROM OLEODINAMICA S.R.L,registry-declared,7177.996666912767,21533.9900007383,7.309627650430568e-07,Partes de máquinas o aparatos ncop.s/conexiones eléctricas,1,7177.996666912767
6106,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,6946.776666904837,20840.33000071451,7.074167509695029e-07,"Camisas y blusas de punto,de fibras sintéticas o artificiales p/mujeres o niñas",3,6946.776666904837
6115,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,3,MAREA; OLIVER SOCKS; DURANIL,registry-declared,6941.0366669046425,20823.110000713925,7.068322248870611e-07,"Calzas,Panty-medias y leotardos de punto,de fibras sintéticas con título < a 67 decitex",4,6941.0366669046425
8534,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,6917.336666903829,20752.010000711485,7.044187635362125e-07,"Circuitos impresos,multicapas,c/aislante de resina epoxi y tejido de fibra de vidrio",3,6917.336666903829
7019,HS92,309C,Vidrio y sus manufacturas,309C,Vidrio y sus manufacturas,clean,yes,0,,,6873.196666902315,20619.590000706943,6.999238190625221e-07,Manufacturas de fibra de vidrio n.c.o.p.,5,6873.196666902315
8405,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,0,,,6828.366666900779,20485.100000702336,6.953586092583641e-07,"Generadores de gas pobre o gas de agua,generadores de acetileno y similares de gases,por vía húmeda",1,6828.366666900779
8215,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,0,,,6714.8866668968885,20144.660000690663,6.838025082417268e-07,"Cubiertos,palas p/tortas,pinzas p/azúcar y artículos similares,de acero inoxidable",3,6714.8866668968885
6211,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,2,DOGOSPORT; INFOREST SRL,registry-declared,6692.280000229445,20076.840000688335,6.815003851922956e-07,"Prendas de vestir ncop.,p/mujeres o niñas,de algodón,excluidas de punto",3,6692.280000229445
8472,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,3,PROYTEC SRL; MEDITERRÁNEA TECNOLÓGICA; WOXI,registry-declared,6607.066666893191,19821.20000067957,6.728227866025495e-07,"Máquinas y aparatos de oficina,ncop.",1,6607.066666893191
4401,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,6562.943333558345,19688.830000675036,6.683295393590637e-07,"Aserrín,desperdicios y desechos de madera en pellets",2,6562.943333558345
7609,HS92,311C,Aluminio,311C,Aluminio,clean,yes,0,,,6555.206666891413,19665.62000067424,6.675416850981187e-07,"Accesorios de tubería,de aluminio",1,6555.206666891413
6601,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,6406.343333552975,19219.030000658924,6.523823643572537e-07,"Paraguas y sombrillas c/cubierta de seda o materias textiles sintéticas o artificiales,c/astil o mango telescópico",2,6406.343333552975
4012,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,6193.700000212352,18581.100000637056,6.307280830696746e-07,"Bandajes y bandas de rodaduras intercambiables p/neumáticos,de caucho",1,6193.700000212352
