hs4,hs_revision,supports_top50_line,top50_line_name,primary_ccod_rubro,primary_rubro_name,attribution_type,in_opex_named,n_firms,evidencing_firms_sample,evidence_sources,usd_promedio_anual,usd_acumulado_2023_2025,share_2023_2025,descripcion_top_ncm,n_ncm,max_rubro_opex_2023_2025_avg_usd
3925,HS92,303,Materias plásticas y sus manufacturas,303,Materias plásticas y sus manufacturas,aggregate-broad-chapter,yes,6,BERTOTTO BOGLIONE; MOLDEAR; ROTOR TANQUES; VULCANO; O.H.F.,targeted+registry-declared,757139.6033592921,2271418.8100778763,7.710241222961512e-05,"Artículos p/la construcción de plástico,ncop.",3,757139.6033592921
0909,HS92,206D,Especias,206D,Especias,clean,yes,13,AZAFRÁN RUEDO; ALEMAR SA / FUNNY; DESARROLLOS AGRÍCOLAS ARGENTINOS SA; DOS MATES S.A.; F.G GRANOS,targeted+registry-declared,756682.0633592763,2270046.190077829,7.705581918714814e-05,Semillas de cilantro s/triturar ni  pulverizar,3,756682.0633592763
1102,HS92,207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",207Z,"Resto de los productos de molinería y preparaciones a base de cereales,harina,almidón,fécula o leche,pastelería",aggregate-resto,yes,11,FAMIGLIA ROSSI - MOLINOS ROSSI; GRUPO ARCOR; CELIDARINA; EGRAN; GRANAM - COMPAÑÍA DE GRANOS AMERICANOS,targeted+registry-declared,701743.8700240594,2105231.6100721783,7.146125352067342e-05,Harina de maíz,2,701743.8700240594
2529,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,1,FLUORITA CORDOBA SA,registry-declared,699754.200023991,2099262.600071973,7.125863783940998e-05,Espato flúor c/fluoruro de calcio <= a 97 %,2,699754.200023991
9403,HS92,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,yes,22,DRIFT; EN BRUTO; MUEBLES GACELA; OSCAR MASSA MUEBLES; SCARPATTI AMOBLAMIENTOS,registry-declared,652274.1833556967,1956822.5500670904,6.642356673550073e-05,"Muebles de madera excluido los utilizados en oficinas,cocinas y dormitorios",14,652274.1833556967
9401,HS92,399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",399E,"Muebles, equipo médico-quirúrgico, construcciones prefabricadas",clean,yes,11,DRIFT; EN BRUTO; OSCAR MASSA MUEBLES; TRENDEL; ADAMOBILI,registry-declared,631202.0633549743,1893606.190064923,6.427771242324566e-05,"Partes de asientos (excepto los de la partida 94.02), n.c.o.p.",11,631202.0633549743
3402,HS92,302G,"Jabones, productos orgánicos tensoactivos, ceras",302G,"Jabones, productos orgánicos tensoactivos, ceras",clean,yes,5,ALPHA QUIMICA S.R.L.; MOSAICOS BLANGINO; JOSE GUMA S.A.; CLEAN COR S.A.; FACYT,targeted+registry-declared,630857.0833549624,1892571.250064887,6.424258179468804e-05,Detergentes ncop.,7,630857.0833549624
8536,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,4,NOSSO; COMPUTROL; FERRETERA GENERAL PAZ SRL; METAL CE SRL,registry-declared,616169.9866877921,1848509.960063376,6.274693874991259e-05,"Aparatos interruptores,seccionadores y conmutadores,p/una tensión <= a 1000 voltios,ncop.",11,616169.9866877921
1008,HS92,106ZD,Alpiste,106ZD,Alpiste,clean,yes,7,CONCI SRL; EL PELUDO SA; F.G GRANOS; GRUPO AGROEMPRESA (ARGENBEAN - AGROEMPRESA SEMILLAS); PAREDES CEREALES S.A.,registry-declared,554306.9766856711,1662920.9300570132,5.644719260298585e-05,Mijo excluido mijo perla y p/siembra,8,554306.9766856711
2005,HS92,210A,Aceitunas,210A,Aceitunas,clean,yes,11,ACEITUNAS ALVAREZ; DULCOR; AIMURAI S.A.; ARTE & SABORES DELICATESSEN / CALEUFU GOURMET; GARLIC AJO NEGRO,targeted+registry-declared,546776.6433520797,1640329.930056239,5.568035005197289e-05," Aceitunas preparadas o conservadas sin vinagre o ácido acético, sin congelar",2,546776.6433520797
4823,HS92,306A,"Papel,cartón y sus manufacturas",306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,yes,3,CARTOTECNICA HORES; ENCAPA SA; MOLDERIL SA,targeted+registry-declared,538875.146685142,1616625.440055426,5.4875710523750966e-05,"Papeles,cartones,guata y napas de fibras de celulosa cortados en formato,artículos de pasta de papel,papel,cartón,gata de celulosa o napas de fibras de celulosa,ncop.",3,538875.146685142
2808,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,0,,,530849.6000182003,1592548.800054601,5.4058438511116704e-05,Ácido nítrico,1,530849.6000182003
1208,HS92,107Z,Resto semillas y frutos oleaginosos,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,yes,6,GEPSA; INDELMA - INSA; INSA MANÍ; LA TROJA; NATFOOD SAS,registry-declared,524952.2633513315,1574856.7900539944,5.345789023609803e-05,Harina de porotos de soja,2,524952.2633513315
1205,HS92,107Z,Resto semillas y frutos oleaginosos,107Z,Resto semillas y frutos oleaginosos,aggregate-resto,yes,2,BRO FOOD SUPPLIER; GRUPO AGROEMPRESA (ARGENBEAN - AGROEMPRESA SEMILLAS),registry-declared,521044.3133511974,1563132.940053592,5.3059928789429286e-05,Semillas de nabo o colza c/bajo contenido de ácido erúcico excluido p/siembra,2,521044.3133511974
1902,HS92,207CB,"Pastas alimenticias, productos de panadería...",207CB,"Pastas alimenticias, productos de panadería...",clean,yes,10,FAMIGLIA ROSSI - MOLINOS ROSSI; FÁBRICA DE PASTAS BETTINI; AZAFRÁN RUEDO; LA ITALIANA; LEGUME,targeted+registry-declared,515464.2333510061,1546392.7000530183,5.249168797024603e-05,"Pastas alimenticias rellenas,incluso cocidas",4,515464.2333510061
8412,HS92,312AZ,"Resto de máquinas, aparatos y artículos mecánicos",312AZ,"Resto de máquinas, aparatos y artículos mecánicos",aggregate-resto,yes,6,VENTURI HNOS.; WELACT; HIDRÁULICOS Y HERRAMIENTAS MORANO; HYDROM OLEODINAMICA S.R.L; INGENIERÍA HIDRÁULICA,registry-declared,501392.01335052366,1504176.0400515709,5.10586601605144e-05,Motores hidráulicos excluidos c/movimiento rectilíneo,7,501392.01335052366
1521,HS92,208Z,Resto de grasas y aceites,208Z,Resto de grasas y aceites,aggregate-resto,yes,3,APICOLA JAUREGUI; APICOLA VAIROLATTI SRL; ECOLAB CRIANZA INTENSIVA DE ABEJAS REINAS Y SUB PRODUCTOS APICOLAS,registry-declared,494648.39001695893,1483945.170050877,5.0371931287954e-05, Cera de abeja en bruto,2,494648.39001695893
3602,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,0,,,490896.0000168304,1472688.0000504912,4.998981110912232e-05,Explosivos preparados excluidas pólvoras,1,490896.0000168304
4811,HS92,306A,"Papel,cartón y sus manufacturas",306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,yes,0,,,489340.28335011046,1468020.850050331,4.9831386550140425e-05,"Papel y cartón recubiertos,impregnados o revestidos de cera,parafina,estearina,aceite o glicerol",7,489340.28335011046
4016,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,6,CAPEMI; EMEGOM; GOMACORD S.A.; BOETTO SH; DGH SRL,registry-declared,473938.99001624907,1421816.970048747,4.826301413608629e-05,Juntas o empaquetaduras de caucho vulcanizado s/endurecer,4,473938.99001624907
7318,HS92,311AZ,"Resto de arrabio,fundición,hierro o acero",311AZ,"Resto de arrabio,fundición,hierro o acero",aggregate-resto,yes,7,METALÚRGICA GERBAUDO SA; PELLACANI S.R.L.; TARANTO SA; BOETTO SH; FERRETERA GENERAL PAZ SRL,registry-declared,472593.0500162031,1417779.1500486094,4.812595193479681e-05,"Tornillos,pernos,incluidos c/tuercas y arandelas,roscados,de fundición,hierro o acero,ncop.",11,472593.0500162031
8437,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,11,AKRON; ASCANELLI SA; GESSI; LEUCA SISTEMAS DE AIRE; SELECA TECNOLOGÍA SRL,targeted+registry-declared,466444.5266826587,1399333.5800479762,4.749982436391952e-05,"Máquinas p/limpieza,clasificación o cribado de semillas,granos u hortalizas de vainas secas",4,466444.5266826587
2006,HS92,210Z,"Resto de preparados de legumbres,hortalizas y frutas",210Z,"Resto de preparados de legumbres,hortalizas y frutas",aggregate-resto,yes,3,DULCES ORIETA - GRUPO DULCOR; DULCOR; FRUNAT,registry-declared,461399.35668248584,1384198.0700474577,4.698605546925872e-05,"Hortalizas,frutas y partes,confitadas c/azúcar",1,461399.35668248584
8209,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,1,TANTAL TUNGSTEN SOLUTIONS,registry-declared,429396.1533480553,1288188.460044166,4.3727047268906376e-05,"Plaquitas,pastillas de cermet,excluidas intercambiables",2,429396.1533480553
8436,HS92,312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",312AL,"Otras máquinas y aparatos mecánicos, piezas y accesorios",aggregate-broad,yes,16,AKRON; ASCANELLI SA; AGROMEC SA; BLADE TUNGSTEN; GEA GERGOLET AGRÍCOLA,targeted+registry-declared,402316.18001379346,1206948.5400413803,4.096939034814637e-05,"Máquinas y aparatos p/agricultura,horticultura,silvicultura,avicultura o apicultura,ncop.",4,402316.18001379346
2915,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,0,,,399274.81334702234,1197824.440041067,4.065967638596241e-05,Ácido acético,1,399274.81334702234
9504,HS92,399F,Juguetes y artículos de recreación,399F,Juguetes y artículos de recreación,clean,yes,3,ARTEMIO GUSELLA; MAR-PLAST; BONTUS,registry-declared,394426.03668018954,1183278.1100405685,4.0165906973139766e-05," Juegos activados con monedas, billetes de banco, tarjetas bancarias, fichas o cualquier otro medio de pago, excluido juegos de bolos automáticos y billares",3,394426.03668018954
8208,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,1,FAESA,targeted+registry-declared,383909.186679829,1151727.5600394872,3.9094936044545994e-05,"Cuchillas y hojas cortantes,de metal común,p/máquinas agrícolas,hortícolas o forestales",4,383909.186679829
8101,HS92,311E,Otros metales comunes,311E,Otros metales comunes,clean,yes,1,TANTAL TUNGSTEN SOLUTIONS,registry-declared,373127.0000127927,1119381.0000383782,3.799694487164998e-05,Polvo de volframio,1,373127.0000127927
4805,HS92,306A,"Papel,cartón y sus manufacturas",306A,"Papel,cartón y sus manufacturas",aggregate-broad-chapter,yes,1,COPSI,registry-declared,359476.27667899133,1078428.830036974,3.6606839674345e-05,"Papel y cartón ""Testliner""(de fibras recicladas),en bobinas u hojas,de peso > a 150 g/cm2.",4,359476.27667899133
2209,HS92,211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",211Z,"Resto de bebidas,líquidos alcohólicos y vinagre excluido el vino de uva",aggregate-resto,yes,2,PORTA HNOS S.A.; OLIVARES VERDICCHIO,registry-declared,356523.8400122234,1069571.52003667,3.630618179308641e-05,Vinagre y sucedáneos del vinagre obtenidos a partir de ácido acético,1,356523.8400122234
5201,HS92,110,Fibras de algodón,110,Fibras de algodón,clean,yes,0,,,346779.956678556,1040339.870035668,3.531392500691855e-05," Algodón sin cardar ni peinar, simplemente desmotado",1,346779.956678556
0505,HS92,204,Otros productos de origen animal,204,Otros productos de origen animal,clean,yes,0,,,331833.3333447103,995500.0000341308,3.379185337229018e-05,"Pieles y plumas de aves,excluidas las utilizadas p/relleno",1,331833.3333447103
9029,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,1,COMPUTROL,registry-declared,327367.4366778905,982102.3100336716,3.3337074089510266e-05,"Partes y accesorios de cuentarrevoluciones,contadores de producción,taxímetros,cuentakilómetros,contadores similares y estroboscopios excluido velocímetros y tacómetros",2,327367.4366778905
8407,HS92,312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",312AA,"Motores de explosión o de combustión interna, de émbolos y sus partes",aggregate-broad,yes,1,ORESTE BERTA SA,registry-declared,322638.8500110617,967916.5500331852,3.2855544082584606e-05," Motores de émbolo (pistón) alternativo, de cilindrada > a 1.000 cm3, de los tipos utilizados para la propulsión de vehículos terrestres, excluidos monocilíndricos",1,322638.8500110617
9506,HS92,399F,Juguetes y artículos de recreación,399F,Juguetes y artículos de recreación,clean,yes,6,AURA PISCINAS; INDUSPLAST; MOLDEAR; SIROLO SA; BOOMERANGS VOODOO,registry-declared,321433.9933443536,964301.980033061,3.273284893497648e-05,"Artículos p/deporte o juegos al aire libre ncop.,piscinas incluso infantiles",5,321433.9933443536
3504,HS92,213B,"Caseína,albúminas,gelatinas y sus derivados",213B,"Caseína,albúminas,gelatinas y sus derivados",clean,yes,1,LINFAR S.R.L,registry-declared,291036.62667664496,873109.8800299348,2.9637369204277124e-05,Peptonas y peptonatos,1,291036.62667664496
1904,HS92,299,Resto de MOA (Manufacturas de Origen Agropecuario),299,Resto de MOA (Manufacturas de Origen Agropecuario),aggregate-resto,yes,7,GEORGALOS; CROPPERS - GRUPO MANIAGRO; EGRAN; SYTARI; CROCCANTO,targeted+registry-declared,281931.3466763327,845794.0400289982,2.8710143830072257e-05,"Productos a base de cereales,inflados o tostados",4,281931.3466763327
9026,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,3,ALTOS TECHNOLOGIES; KR DEVICES; COMPUTROL,registry-declared,278145.82667620294,834437.4800286088,2.832464989704e-05,"Instrumentos p/medir o controlar el caudal de líquidos,ncop.",9,278145.82667620294
2849,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,2,TANTAL TUNGSTEN SOLUTIONS; GRAFITOIL,registry-declared,274923.0733427591,824769.2200282773,2.799646463909406e-05,Carburo de volframio,1,274923.0733427591
0203,HS92,201AC,Carne porcina,201AC,Carne porcina,clean,yes,6,EXPORK MAG; FRIGORIFICO QUALITA S.A.; FRIGORIFICO SAN FRANCISCO SA / GRUPO BELTRÁN; LA PIAMONTESA / GRUPO LA PIAMONTESA; MAGRET,targeted+registry-declared,268733.2766758802,806199.8300276406,2.7366134047338288e-05,"Carne porcina,congelada,ncop.",2,268733.2766758802
8302,HS92,311G,Manufacturas diversas de metales comunes,311G,Manufacturas diversas de metales comunes,clean,yes,5,FUMISCOR; METALMED; BORMAN SRL; FERRETERA GENERAL PAZ SRL; SUPERFREN,registry-declared,266624.7433424746,799874.2300274238,2.715141405970217e-05,"Guarniciones,herrajes y artículos similares,p/vehículos automóviles,de metal común",8,266624.7433424746
4101,HS92,214A,Pieles y cueros en bruto,214A,Pieles y cueros en bruto,clean,yes,1,BARRACA CORDOBA SRL,registry-declared,264980.9266757516,794942.7800272547,2.6984017941859096e-05," Cueros y pieles en bruto, de bovino, de equino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, sin curtir, apergaminar ni preparar de otra forma), enteros, de peso unitario > a 16 kg sin dividir",2,264980.9266757516
8538,HS92,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,312B,Máquinas y aparatos eléctricos y objetos destinado al uso electrónico y sus partes,aggregate-broad-chapter,yes,0,,,259531.2000088981,778593.6000266942,2.6429051499551535e-05,"Circuitos impresos c/componentes eléctricos o electrónicos p/aparatos de corte,seccionamiento,protección,empalme,conexión,control o distribución electricidad",3,259531.2000088981
0811,HS92,105Z,Resto de frutas frescas ,105Z,Resto de frutas frescas ,aggregate-resto,yes,1,EASYFRUT,registry-declared,253789.74667536785,761369.2400261036,2.584437741863587e-05,Frutas ncop.congeladas,1,253789.74667536785
7604,HS92,311C,Aluminio,311C,Aluminio,clean,yes,2,ALUWIND; PROFITEAM LATINA S.A.,registry-declared,250372.5700085841,751117.7100257522,2.5496393291461953e-05,Perfiles huecos de aleaciones de aluminio,4,250372.5700085841
8113,HS92,311E,Otros metales comunes,311E,Otros metales comunes,clean,yes,1,TANTAL TUNGSTEN SOLUTIONS,registry-declared,250025.4266752388,750076.2800257164,2.5461042362423776e-05,"Otras manufacturas ncop.,desperdicios y desechos de cermets",2,250025.4266752388
8608,HS92,313A,Vehículos y materiales para vías férreas y sus partes,313A,Vehículos y materiales para vías férreas y sus partes,clean,yes,0,,,248019.53000850344,744058.5900255103,2.5256774257833228e-05,"Aparatos electromecánicos de señalización,seguridad,control o mando p/vías férreas,fluviales,carreteras,áreas de estacionamiento,puertos o aeropuertos",2,248019.53000850344
0910,HS92,206D,Especias,206D,Especias,clean,yes,2,AZAFRÁN RUEDO; YUSPE - GRUPO DULCOR,targeted+registry-declared,232731.25334131255,698193.7600239377,2.3699910761796043e-05,Otras especias ncop.,3,232731.25334131255
2827,HS92,302A,Productos químicos inorgánicos,302A,Productos químicos inorgánicos,aggregate-broad-chapter,yes,1,PETROQUÍMICA RIO TERCERO SA,registry-declared,232599.0600079747,697797.1800239241,2.3686449010705753e-05,Hidroxicloruros de aluminio,1,232599.0600079747
9032,HS92,399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",399A,"Instrumentos y aparatos de óptica, cine, fotografía y medicoquirúrgico y sus partes",aggregate-broad-chapter,yes,6,ABELARDO CUFFIA SA; NOSSO; TRV ECO ENERGY; COMPUTROL; HYDROM OLEODINAMICA S.R.L,registry-declared,227787.09667447637,683361.2900234292,2.319642843995888e-05,Reguladores de voltaje electrónicos,12,227787.09667447637
3808,HS92,399Z,Resto de MOI,399Z,Resto de MOI,aggregate-resto,yes,8,LANTHER QUIMICA S.A.; Atanor — Planta Río Tercero; ALPHA QUIMICA S.R.L.; EQUI CARE; AQUAMAR,targeted+registry-declared,222513.43334096225,667540.3000228866,2.265939119808598e-05,"Insecticidas ncop.,acondicionados p/la venta por menor",5,222513.43334096225
4006,HS92,304,Cauchos y sus manufacturas,304,Cauchos y sus manufacturas,aggregate-broad-chapter,yes,0,,,214370.483340683,643111.450022049,2.1830163556444924e-05,Formas y artículos de caucho s/vulcanizar ncop.,1,214370.483340683
8438,HS92,312AG,Máquinas n.c.o.p. para preparación/fabricación,312AG,Máquinas n.c.o.p. para preparación/fabricación,clean,yes,10,BALCAMI; ETI; IMPLEMENTOS AGRÍCOLAS ESCAÑUELA; METALÚRGICA BEIFFA; PANHEL,registry-declared,214367.51667401628,643102.5500220489,2.182986144946852e-05,Máquinas y aparatos p/la preparación de carne,8,214367.51667401628
6117,HS92,307H,Prendas de vestir y accesorios de tejidos,307H,Prendas de vestir y accesorios de tejidos,clean,yes,0,,,207103.09667376723,621309.2900213017,2.1090097866922868e-05,"Accesorios de vestir,de punto, no expresados ni comprendidos en otra parte",3,207103.09667376723
2921,HS92,302B,Productos químicos orgánicos,302B,Productos químicos orgánicos,aggregate-broad-chapter,yes,1,PETROQUÍMICA RIO TERCERO SA,registry-declared,201416.66334023888,604249.9900207167,2.0511026682358418e-05,Diaminotoluenos(toluilendiaminas),2,201416.66334023888
4106,HS92,214B,Pieles y cueros preparados,214B,Pieles y cueros preparados,clean,yes,1,BARRACA CORDOBA SRL,registry-declared,200370.00000686973,601110.0000206091,2.0404440964959663e-05,"Cueros y pieles de reptil ,secos",3,200370.00000686973
7307,HS92,311AE,"Tubos y caños de fundición, hierro o acero",311AE,"Tubos y caños de fundición, hierro o acero",clean,yes,4,METALMED; CONECTAR; EVER WEAR; OLEOHIDRÁULICA TECNICORD S.A.,registry-declared,200271.0933401997,600813.2800205991,2.039436892203388e-05,"Accesorios de tuberías excluidos moldeados,de fundición,hierro o acero,ncop.",11,200271.0933401997
8430,HS92,312AF,"Máquinas y aparatos para la elevación, carga y descarga",312AF,"Máquinas y aparatos para la elevación, carga y descarga",aggregate-broad,yes,14,GROSSPAL; KUARSO; METALURGICA MONTICELLI; OMAR MARTIN; PAUNY,registry-declared,193931.530006649,581794.5900199469,1.974878701966015e-05,"Equipamientos frontales p/palas excavadoras cargadoras o cargadoras,s/propulsión,ncop.",3,193931.530006649
8201,HS92,311F,Herramientas y cuchillería de metal,311F,Herramientas y cuchillería de metal,clean,yes,1,INFOREST SRL,registry-declared,185430.50667302415,556291.5200190725,1.8883095405412783e-05,"Azadas,picos,binaderas,rastrillos y raederas,de metal común",4,185430.50667302415
1509,HS92,208AD,Aceite de oliva,208AD,Aceite de oliva,clean,yes,7,ACEITUNAS ALVAREZ; AIMURAI S.A.; GARLIC AJO NEGRO; VG AGRONEGOCIOS - FAMILIA GIORDANA OLIVARES; OLIVARES SAN NICOLAS,targeted+registry-declared,184787.66000633547,554362.9800190065,1.8817631878639713e-05,Aceite de oliva virgen extra,3,184787.66000633547
7616,HS92,311C,Aluminio,311C,Aluminio,clean,yes,3,ELECTRO CORDOBA SA; FERRETERA GENERAL PAZ SRL; PROFITEAM LATINA S.A.,registry-declared,182453.86333958877,547361.5900187662,1.8579972467005132e-05,"Otras manufacturas de aluminio,ncop.",2,182453.86333958877
